Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
^BVSP,^DJI,^IXIC,^BVSP,^DJI,^IXIC,^BVSP,^DJI,^IXIC,^BVSP,^DJI,^IXIC,^BVSP,^DJI,^IXIC,^BVSP,^DJI,^IXIC
115253.0,33153.2109375,13480.1103515625,115253.0,33153.2109375,13480.1103515625,117088.0,33167.171875,13487.080078125,114991.0,32985.3515625,13404.1796875,116644.0,33054.578125,13414.3203125,8009200.0,311880000.0,4576480000.0
117518.0,33527.19140625,13705.58984375,117518.0,33527.19140625,13705.58984375,117668.0,33617.94921875,13720.580078125,115262.0,33222.37890625,13582.759765625,115262.0,33222.37890625,13594.900390625,7245100.0,344270000.0,4459000000.0
117499.0,33430.23828125,13698.3798828125,117499.0,33430.23828125,13698.3798828125,118213.0,33544.7890625,13776.7099609375,117176.0,33380.4296875,13674.2802734375,117519.0,33500.01953125,13681.669921875,6800800.0,297940000.0,4073710000.0
117624.0,33446.26171875,13688.83984375,117624.0,33446.26171875,13688.83984375,118303.0,33521.76171875,13733.0302734375,116748.0,33347.9609375,13653.58984375,117499.0,33444.98046875,13675.2998046875,0.0,273440000.0,4098740000.0
118313.0,33503.5703125,13829.3095703125,118313.0,33503.5703125,13829.3095703125,118850.0,33506.80078125,13830.1396484375,117486.0,33342.640625,13758.7099609375,117624.0,33469.890625,13796.8896484375,8778200.0,304040000.0,4153600000.0
117670.0,33800.6015625,13900.1904296875,117670.0,33800.6015625,13900.1904296875,118643.0,33810.87109375,13905.41015625,117336.0,33526.19140625,13748.349609375,118313.0,33526.19140625,13787.01953125,7739400.0,316410000.0,3926110000.0
118812.0,33745.3984375,13850.0,118812.0,33745.3984375,13850.0,118812.0,33786.19140625,13877.0,117661.0,33665.5390625,13783.9501953125,117661.0,33775.05859375,13854.4404296875,7000500.0,327370000.0,4250900000.0
119297.0,33677.26953125,13996.099609375,119297.0,33677.26953125,13996.099609375,119529.0,33741.640625,14011.509765625,118041.0,33545.83984375,13902.4501953125,118809.0,33721.16015625,13902.4501953125,8977600.0,324480000.0,4219360000.0
120295.0,33730.890625,13857.83984375,120295.0,33730.890625,13857.83984375,120871.0,33911.25,14033.6298828125,119298.0,33668.94921875,13839.0400390625,119298.0,33668.94921875,14004.080078125,10076600.0,315330000.0,4120770000.0
120701.0,34035.98828125,14038.759765625,120701.0,34035.98828125,14038.759765625,121409.0,34068.73046875,14049.1298828125,120084.0,33788.53125,13970.419921875,120290.0,33788.53125,13983.23046875,7948100.0,319680000.0,4406880000.0
121114.0,34200.671875,14052.33984375,121114.0,34200.671875,14052.33984375,121333.0,34256.75,14062.5,120199.0,34058.16015625,13977.0498046875,120701.0,34058.16015625,14059.1103515625,7945600.0,343760000.0,4427780000.0
120934.0,34077.62890625,13914.76953125,120934.0,34077.62890625,13914.76953125,121974.0,34182.37890625,14041.7900390625,120682.0,33980.55859375,13842.5703125,121116.0,34182.37890625,13984.580078125,10028100.0,312540000.0,4379610000.0
120062.0,33821.30078125,13786.26953125,120062.0,33821.30078125,13786.26953125,121354.0,34034.1796875,13927.669921875,119841.0,33687.01171875,13698.669921875,120925.0,34034.1796875,13894.4599609375,7811500.0,350960000.0,4245120000.0
,34137.30859375,13950.2197265625,,34137.30859375,13950.2197265625,,34160.33984375,13951.349609375,,33773.80078125,13706.8603515625,,33808.30078125,13745.76953125,,290300000.0,3999620000.0
119371.0,33815.8984375,13818.41015625,119371.0,33815.8984375,13818.41015625,120995.0,34126.5703125,14015.8701171875,119203.0,33717.19140625,13771.0400390625,120064.0,34109.87890625,13952.5703125,8598600.0,344470000.0,4420820000.0
120530.0,34043.48828125,14016.8095703125,120530.0,34043.48828125,14016.8095703125,120815.0,34157.5703125,14062.740234375,119372.0,33713.2890625,13856.830078125,119372.0,33804.51953125,13861.3701171875,7615500.0,346380000.0,4355100000.0
120595.0,33981.5703125,14138.7802734375,120595.0,33981.5703125,14138.7802734375,121393.0,34148.94140625,14154.0302734375,119860.0,33941.37109375,14019.5,120534.0,34044.23046875,14052.3798828125,7095300.0,279300000.0,4506210000.0
119388.0,33984.9296875,14090.2197265625,119388.0,33984.9296875,14090.2197265625,121012.0,34043.98046875,14171.240234375,119003.0,33870.4609375,14064.2802734375,120595.0,33932.12890625,14170.91015625,8362300.0,289030000.0,4691460000.0
121053.0,33820.37890625,14051.0302734375,121053.0,33820.37890625,14051.0302734375,121276.0,33946.6015625,14133.650390625,119392.0,33805.55859375,14034.7001953125,119392.0,33860.4609375,14082.7802734375,9081500.0,335820000.0,4559710000.0
120066.0,34060.359375,14082.5498046875,120066.0,34060.359375,14082.5498046875,121498.0,34087.2109375,14211.5703125,119703.0,33744.28125,13952.7998046875,121053.0,33855.640625,14204.509765625,8500200.0,408450000.0,4928030000.0
118894.0,33874.8515625,13962.6796875,118894.0,33874.8515625,13962.6796875,120125.0,33988.75,14084.759765625,118894.0,33784.9609375,13941.6298828125,120064.0,33988.75,13970.73046875,11093200.0,374890000.0,4792460000.0
119209.0,34113.23046875,13895.1201171875,119209.0,34113.23046875,13895.1201171875,119904.0,34221.05859375,14042.1201171875,118528.0,33904.890625,13881.509765625,118951.0,33904.890625,14031.76953125,8888300.0,289770000.0,4761430000.0
117712.0,34133.03125,13633.5,117712.0,34133.03125,13633.5,119293.0,34147.78125,13795.5703125,117631.0,33765.6796875,13485.58984375,119209.0,34080.19921875,13774.509765625,8765500.0,407860000.0,5879730000.0
119564.0,34230.33984375,13582.419921875,119564.0,34230.33984375,13582.419921875,119734.0,34331.19921875,13753.0498046875,117725.0,34039.66015625,13553.9296875,117725.0,34163.98828125,13731.1298828125,9059100.0,253180000.0,4535690000.0
119921.0,34548.53125,13632.83984375,119921.0,34548.53125,13632.83984375,119966.0,34561.2890625,13635.73046875,119071.0,34185.05859375,13439.3896484375,119577.0,34245.109375,13557.830078125,8779600.0,315430000.0,5021400000.0
122038.0,34777.76171875,13752.240234375,122038.0,34777.76171875,13752.240234375,122038.0,34811.390625,13828.6201171875,119922.0,34464.30859375,13690.75,119922.0,34578.26953125,13723.08984375,8865100.0,303400000.0,4391100000.0
121909.0,34742.8203125,13401.8603515625,121909.0,34742.8203125,13401.8603515625,122772.0,35091.55859375,13687.9296875,121795.0,34741.5703125,13401.740234375,122038.0,34785.26953125,13687.58984375,8219100.0,361620000.0,4818670000.0
122964.0,34269.16015625,13389.4296875,122964.0,34269.16015625,13389.4296875,122964.0,34572.73828125,13423.3095703125,120145.0,34075.30859375,13107.669921875,121904.0,34572.73828125,13115.849609375,7988600.0,413180000.0,4738390000.0
119710.0,33587.66015625,13031.6796875,119710.0,33587.66015625,13031.6796875,122964.0,34207.87109375,13288.6103515625,119458.0,33555.21875,13002.5400390625,122964.0,34206.3984375,13215.490234375,9405200.0,381350000.0,4752930000.0
120706.0,34021.44921875,13124.990234375,120706.0,34021.44921875,13124.990234375,121426.0,34181.76953125,13247.8701171875,119711.0,33623.48828125,13007.240234375,119711.0,33624.73828125,13150.9404296875,9356200.0,350820000.0,4698110000.0
121881.0,34382.12890625,13429.98046875,121881.0,34382.12890625,13429.98046875,122195.0,34454.05078125,13460.8798828125,120719.0,34050.859375,13242.9697265625,120719.0,34050.859375,13255.650390625,10136300.0,303230000.0,4022610000.0
122938.0,34327.7890625,13379.0498046875,122938.0,34327.7890625,13379.0498046875,123074.0,34383.83984375,13399.169921875,121680.0,34176.6484375,13265.400390625,121880.0,34375.2890625,13368.7998046875,7408100.0,291910000.0,3997780000.0
122980.0,34060.66015625,13303.6396484375,122980.0,34060.66015625,13303.6396484375,123544.0,34408.98828125,13485.33984375,122550.0,34044.1015625,13299.9296875,122937.0,34351.1796875,13416.900390625,7840100.0,289590000.0,4301300000.0
122636.0,33896.0390625,13299.740234375,122636.0,33896.0390625,13299.740234375,123013.0,33945.80859375,13304.6103515625,121595.0,33473.80078125,13072.23046875,122976.0,33945.80859375,13078.1904296875,8825300.0,348480000.0,4333520000.0
122701.0,34084.1484375,13535.740234375,122701.0,34084.1484375,13535.740234375,122734.0,34233.3984375,13563.51953125,122136.0,33872.41015625,13355.7099609375,122636.0,33906.30078125,13356.6298828125,7906400.0,320150000.0,3990760000.0
122592.0,34207.83984375,13470.990234375,122592.0,34207.83984375,13470.990234375,122799.0,34415.48046875,13616.580078125,121760.0,34121.91015625,13463.259765625,122701.0,34121.91015625,13616.1904296875,9493600.0,306360000.0,3733940000.0
124032.0,34393.98046875,13661.169921875,124032.0,34393.98046875,13661.169921875,124167.0,34472.51171875,13708.849609375,122526.0,34253.87109375,13551.009765625,122592.0,34253.87109375,13557.2099609375,8186300.0,251010000.0,3509470000.0
122988.0,34312.4609375,13657.169921875,122988.0,34312.4609375,13657.169921875,124696.0,34511.3515625,13751.1396484375,122701.0,34266.03125,13631.7998046875,124032.0,34428.66015625,13721.5400390625,8914500.0,285760000.0,4128990000.0
123989.0,34323.05078125,13738.0,123989.0,34323.05078125,13738.0,124256.0,34409.58984375,13750.16015625,122988.0,34271.44140625,13679.58984375,122988.0,34336.33984375,13693.9404296875,8258400.0,258780000.0,4264500000.0
124367.0,34464.640625,13736.2802734375,124367.0,34464.640625,13736.2802734375,124537.0,34608.8203125,13776.51953125,123470.0,34389.23828125,13701.6298828125,123989.0,34432.46875,13742.58984375,0.0,520630000.0,5087180000.0
125561.0,34529.44921875,13748.740234375,125561.0,34529.44921875,13748.740234375,125698.0,34631.109375,13820.8701171875,124284.0,34520.08984375,13747.6103515625,124367.0,34558.5,13792.0498046875,8838500.0,290850000.0,4447940000.0
126216.0,,,126216.0,,,126216.0,,,125540.0,,,125561.0,,,5946500.0,,
128267.0,34575.30859375,13736.48046875,128267.0,34575.30859375,13736.48046875,128363.0,34849.3203125,13836.169921875,126218.0,34542.87109375,13678.76953125,126218.0,34584.19140625,13829.0595703125,12496100.0,287700000.0,4186280000.0
129601.0,34600.37890625,13756.330078125,129601.0,34600.37890625,13756.330078125,129601.0,34706.6484375,13775.8896484375,128167.0,34545.9609375,13689.740234375,128268.0,34614.62109375,13743.240234375,12781100.0,263810000.0,5097630000.0
,34577.0390625,13614.509765625,,34577.0390625,13614.509765625,,34667.41015625,13684.1298828125,,34334.41015625,13548.9296875,,34550.30859375,13655.75,,297380000.0,5396250000.0
130126.0,34756.390625,13814.490234375,130126.0,34756.390625,13814.490234375,130137.0,34772.12109375,13826.8203125,129148.0,34618.69140625,13692.009765625,129600.0,34618.69140625,13697.25,9814800.0,270050000.0,4360710000.0
130776.0,34630.23828125,13881.7197265625,130776.0,34630.23828125,13881.7197265625,131190.0,34820.91015625,13889.1103515625,129498.0,34574.51171875,13784.8896484375,130125.0,34766.19921875,13802.8203125,9655400.0,259120000.0,4639210000.0
129787.0,34599.8203125,13924.91015625,129787.0,34599.8203125,13924.91015625,130776.0,34665.37890625,13981.7197265625,129230.0,34452.94140625,13831.98046875,130776.0,34645.83984375,13946.3203125,10346600.0,289440000.0,5958410000.0
129907.0,34447.140625,13911.75,129907.0,34447.140625,13911.75,130882.0,34654.671875,14003.5,129281.0,34439.37109375,13906.4501953125,129800.0,34626.16015625,13980.23046875,9833700.0,245100000.0,5640490000.0
130076.0,34466.23828125,14020.330078125,130076.0,34466.23828125,14020.330078125,130527.0,34737.7890625,14031.1904296875,129526.0,34447.25,13904.400390625,129911.0,34502.51171875,13933.8798828125,8537900.0,309310000.0,4919880000.0
129441.0,34479.6015625,14069.419921875,129441.0,34479.6015625,14069.419921875,130294.0,34618.08984375,14069.419921875,128678.0,34328.6484375,14006.58984375,130076.0,34499.80859375,14030.849609375,7748200.0,260840000.0,4157580000.0
130208.0,34393.75,14174.1396484375,130208.0,34393.75,14174.1396484375,131084.0,34472.51953125,14175.4501953125,129441.0,34211.5390625,14056.669921875,129441.0,34472.51953125,14083.4697265625,8155700.0,295530000.0,4415160000.0
130091.0,34299.328125,14072.8603515625,130091.0,34299.328125,14072.8603515625,130436.0,34420.37890625,14171.01953125,129304.0,34199.16015625,14052.16015625,130208.0,34397.1015625,14166.6396484375,7211500.0,272430000.0,4554580000.0
129259.0,34033.671875,14039.6796875,129259.0,34033.671875,14039.6796875,130283.0,34333.25,14129.6904296875,128345.0,33917.109375,13903.73046875,130091.0,34308.48046875,14085.5498046875,12879400.0,347150000.0,4683030000.0
128057.0,33823.44921875,14161.349609375,128057.0,33823.44921875,14161.349609375,129919.0,34091.7890625,14196.2099609375,127576.0,33626.609375,13998.9296875,129259.0,34014.37890625,13999.1298828125,9664700.0,354690000.0,4558280000.0
128405.0,33290.078125,14030.3798828125,128405.0,33290.078125,14030.3798828125,128796.0,33622.69921875,14129.2197265625,127595.0,33271.9296875,14009.0400390625,128050.0,33622.69921875,14096.9296875,12432000.0,563920000.0,6126070000.0
129265.0,33876.96875,14141.48046875,129265.0,33876.96875,14141.48046875,129412.0,33908.08984375,14150.7802734375,128048.0,33312.0703125,13960.0400390625,128405.0,33312.0703125,14047.419921875,7333600.0,317260000.0,4562010000.0
128767.0,33945.578125,14253.26953125,128767.0,33945.578125,14253.26953125,129259.0,34040.69921875,14269.76953125,127803.0,33751.05859375,14121.0,129242.0,33872.55859375,14138.2900390625,9328000.0,284130000.0,4433140000.0
128428.0,33874.23828125,14271.73046875,128428.0,33874.23828125,14271.73046875,129901.0,34009.3984375,14317.66015625,128182.0,33869.828125,14246.2998046875,128769.0,33948.5390625,14263.3798828125,7988900.0,255280000.0,4417470000.0
129514.0,34196.8203125,14369.7099609375,129514.0,34196.8203125,14369.7099609375,129541.0,34233.01953125,14414.4599609375,128428.0,33933.91015625,14333.7001953125,128433.0,33933.91015625,14357.26953125,7237000.0,275870000.0,4324620000.0
127256.0,34433.83984375,14360.3896484375,127256.0,34433.83984375,14360.3896484375,129748.0,34501.01953125,14409.080078125,126697.0,34314.80078125,14337.650390625,129513.0,34328.1015625,14400.8095703125,9363800.0,432550000.0,7468090000.0
127429.0,34283.26953125,14500.509765625,127429.0,34283.26953125,14500.509765625,128067.0,34449.6484375,14505.1904296875,126629.0,34186.12890625,14417.2001953125,127255.0,34428.1015625,14417.8095703125,8155600.0,280280000.0,4283000000.0
127327.0,34292.2890625,14528.330078125,127327.0,34292.2890625,14528.330078125,127507.0,34469.828125,14535.9697265625,126184.0,34266.828125,14471.3798828125,127429.0,34338.890625,14509.1904296875,7777900.0,282360000.0,4901300000.0
126802.0,34502.51171875,14503.9501953125,126802.0,34502.51171875,14503.9501953125,127323.0,34553.16015625,14526.8095703125,126199.0,34245.48046875,14478.0595703125,127323.0,34290.73828125,14509.849609375,9098600.0,295560000.0,5293810000.0
125666.0,34633.53125,14522.3798828125,125666.0,34633.53125,14522.3798828125,127204.0,34640.28125,14533.5498046875,124994.0,34498.8515625,14439.400390625,126802.0,34507.3203125,14493.6904296875,9292000.0,268280000.0,4410470000.0
127622.0,34786.3515625,14639.330078125,127622.0,34786.3515625,14639.330078125,127672.0,34821.9296875,14649.1103515625,125667.0,34613.48828125,14555.33984375,125667.0,34642.421875,14582.98046875,7434800.0,301860000.0,3751420000.0
126920.0,,,126920.0,,,127633.0,,,126531.0,,,127622.0,,,5255600.0,,
125095.0,34577.37109375,14663.6396484375,125095.0,34577.37109375,14663.6396484375,126919.0,34814.19921875,14687.0,124866.0,34358.421875,14529.7998046875,126919.0,34790.16015625,14661.5498046875,7651300.0,348430000.0,4489540000.0
127019.0,34681.7890625,14665.0595703125,127019.0,34681.7890625,14665.0595703125,127249.0,34708.78125,14755.330078125,125094.0,34435.58984375,14580.7900390625,125096.0,34604.171875,14753.41015625,8151400.0,302700000.0,4605630000.0
125428.0,34421.9296875,14559.7802734375,125428.0,34421.9296875,14559.7802734375,127013.0,34569.01171875,14610.0595703125,124310.0,34145.58984375,14371.58984375,127013.0,34569.01171875,14409.2001953125,8881400.0,335690000.0,4575010000.0
,34870.16015625,14701.919921875,,34870.16015625,14701.919921875,,34893.71875,14710.2001953125,,34457.51171875,14552.259765625,,34457.51171875,14578.4296875,,301750000.0,3826500000.0
127594.0,34996.1796875,14733.240234375,127594.0,34996.1796875,14733.240234375,127782.0,35014.8984375,14761.080078125,125428.0,34730.1484375,14672.6298828125,125428.0,34836.75,14743.8603515625,7421600.0,294800000.0,3897090000.0
128168.0,34888.7890625,14677.650390625,128168.0,34888.7890625,14677.650390625,128420.0,35018.7890625,14803.6796875,126441.0,34876.890625,14660.1904296875,127594.0,34959.9609375,14715.1298828125,7152000.0,322430000.0,4583460000.0
128407.0,34933.23046875,14644.9501953125,128407.0,34933.23046875,14644.9501953125,129620.0,35069.1796875,14790.5498046875,128085.0,34826.87109375,14632.9501953125,128169.0,34920.828125,14780.900390625,0.0,344340000.0,4496220000.0
127468.0,34987.01953125,14543.1298828125,127468.0,34987.01953125,14543.1298828125,128976.0,34990.41015625,14650.3701171875,126922.0,34762.87109375,14451.7998046875,128407.0,34924.80859375,14635.7802734375,7418600.0,320450000.0,4512550000.0
125960.0,34687.8515625,14427.240234375,125960.0,34687.8515625,14427.240234375,128010.0,35090.01171875,14623.01953125,125808.0,34647.8203125,14413.3203125,127468.0,35007.94140625,14597.509765625,7355800.0,322980000.0,4069530000.0
124395.0,33962.0390625,14274.98046875,124395.0,33962.0390625,14274.98046875,125958.0,34528.48046875,14313.599609375,123317.0,33741.76171875,14178.66015625,125958.0,34528.48046875,14235.98046875,9210200.0,440440000.0,4537130000.0
125401.0,34511.98828125,14498.8798828125,125401.0,34511.98828125,14498.8798828125,125631.0,34621.7890625,14555.75,123631.0,33981.7890625,14271.23046875,124395.0,33981.7890625,14330.4599609375,7627500.0,387020000.0,4652450000.0
125929.0,34798.0,14631.9501953125,125929.0,34798.0,14631.9501953125,126112.0,34820.23828125,14633.1396484375,125247.0,34556.9609375,14498.650390625,125404.0,34556.9609375,14508.75,7148900.0,317090000.0,4098520000.0
126147.0,34823.3515625,14684.599609375,126147.0,34823.3515625,14684.599609375,126428.0,34879.28125,14694.1904296875,125416.0,34673.03125,14617.8701171875,125930.0,34799.6796875,14652.7197265625,6480400.0,291610000.0,3597540000.0
125053.0,35061.55078125,14836.990234375,125053.0,35061.55078125,14836.990234375,126204.0,35095.328125,14846.0595703125,124422.0,34855.109375,14698.76953125,126140.0,34855.109375,14753.0595703125,6051800.0,314040000.0,3997250000.0
126004.0,35144.30859375,14840.7099609375,126004.0,35144.30859375,14840.7099609375,126214.0,35150.37109375,14863.650390625,125006.0,34950.19140625,14790.490234375,125058.0,35055.859375,14821.0302734375,6325500.0,259790000.0,4437090000.0
124612.0,35058.51953125,14660.580078125,124612.0,35058.51953125,14660.580078125,126026.0,35078.8984375,14811.080078125,123670.0,34878.0703125,14503.759765625,126004.0,35078.8984375,14807.9501953125,7313800.0,326610000.0,4329230000.0
126286.0,34930.9296875,14762.580078125,126286.0,34930.9296875,14762.580078125,126712.0,35116.37109375,14798.8798828125,124542.0,34876.83984375,14645.6298828125,124615.0,35109.94921875,14715.66015625,9038200.0,347170000.0,4268210000.0
125675.0,35084.53125,14778.259765625,125675.0,35084.53125,14778.259765625,126476.0,35171.51953125,14833.740234375,124917.0,34985.98828125,14761.3798828125,126285.0,34985.98828125,14771.169921875,7488400.0,222680000.0,3928640000.0
121801.0,34935.46875,14672.6796875,121801.0,34935.46875,14672.6796875,125673.0,35106.30078125,14728.7802734375,121748.0,34871.12890625,14615.849609375,125672.0,35013.26171875,14615.849609375,9399200.0,276410000.0,3645050000.0
122516.0,34838.16015625,14681.0703125,122516.0,34838.16015625,14681.0703125,124536.0,35192.109375,14770.41015625,121797.0,34808.19921875,14665.669921875,121803.0,34968.55859375,14758.599609375,8565400.0,238620000.0,3746130000.0
123577.0,35116.3984375,14761.2900390625,123577.0,35116.3984375,14761.2900390625,123765.0,35120.94140625,14762.599609375,120807.0,34714.328125,14584.08984375,122516.0,34864.1015625,14713.990234375,9391300.0,259820000.0,4141370000.0
121801.0,34792.671875,14780.5302734375,121801.0,34792.671875,14780.5302734375,123587.0,35047.44140625,14812.3701171875,121072.0,34790.62109375,14734.1201171875,123577.0,35047.44140625,14747.2099609375,9164200.0,245300000.0,4337330000.0
121633.0,35064.25,14895.1201171875,121633.0,35064.25,14895.1201171875,123541.0,35067.5390625,14896.4697265625,121128.0,34815.609375,14776.0302734375,121801.0,34815.609375,14794.080078125,10913000.0,216580000.0,4107300000.0
122810.0,35208.51171875,14835.759765625,122810.0,35208.51171875,14835.759765625,123287.0,35246.7890625,14890.1796875,121568.0,35077.44140625,14788.58984375,121633.0,35077.44140625,14864.2197265625,7499200.0,231570000.0,4173090000.0
123019.0,35101.8515625,14860.1796875,123019.0,35101.8515625,14860.1796875,123597.0,35229.671875,14883.8095703125,122258.0,35041.23828125,14802.6904296875,122809.0,35229.671875,14855.759765625,7171500.0,207850000.0,4111640000.0
122202.0,35264.671875,14788.08984375,122202.0,35264.671875,14788.08984375,123513.0,35285.16015625,14894.6103515625,122061.0,35091.91015625,14754.48046875,123021.0,35135.171875,14887.75,8297600.0,255040000.0,3991770000.0
122056.0,35484.96875,14765.1396484375,122056.0,35484.96875,14765.1396484375,122756.0,35501.16015625,14842.5,120827.0,35300.890625,14692.41015625,122203.0,35300.890625,14834.3798828125,8685200.0,232800000.0,4002340000.0
120701.0,35499.8515625,14816.259765625,120701.0,35499.8515625,14816.259765625,122095.0,35510.76953125,14824.3095703125,120534.0,35352.53125,14698.9404296875,122056.0,35481.94140625,14751.3603515625,11066000.0,231600000.0,4049000000.0
121194.0,35515.37890625,14822.900390625,121194.0,35515.37890625,14822.900390625,121275.0,35610.5703125,14850.6103515625,120045.0,35474.78125,14797.2197265625,120701.0,35551.55859375,14825.0703125,10642200.0,236790000.0,4061070000.0
119180.0,35625.3984375,14793.759765625,119180.0,35625.3984375,14793.759765625,121191.0,35631.19140625,14794.6796875,118684.0,35231.87109375,14610.01953125,121191.0,35490.828125,14771.5302734375,9741700.0,292590000.0,3973920000.0
117904.0,35343.28125,14656.1796875,117904.0,35343.28125,14656.1796875,119179.0,35500.01171875,14716.9501953125,116248.0,35120.30859375,14550.8798828125,119179.0,35500.01171875,14670.5595703125,11218200.0,309410000.0,4168880000.0
