Ano de referência;Unidade da Federação;Número de controle;Número de série;Tipo de entrevista;Total de moradores;Total de moradores de 10 anos ou mais;Tipo do domicílio;Número de cômodos do domicílio;Número de cômodos servindo de dormitório;Condição de ocupação do domicílio;Aluguel mensal pago no mês de referência;Prestação mensal paga no mês de referência;Tem acesso à Internet no próprio domicilio;Tem carro ou motocicleta de uso pessoal;Rendimento mensal domiciliar;Número de componentes do domícilio;Rendimento mensal domiciliar per capita
2015;Rondônia;11000864;003;Realizada;4;4;Casa;4;2;Próprio – já pago;0;0;4;2;2788;4;697
2015;Rondônia;11000880;006;Realizada;2;1;Casa;7;2;Próprio – já pago;0;0;2;8;1720;2;860
2015;Rondônia;11000902;004;Realizada;2;2;Casa;6;2;Próprio – já pago;0;0;4;8;4000;2;2000
2015;Rondônia;11000910;007;Realizada;4;4;Casa;5;2;Próprio – já pago;0;0;2;6;1938;4;484
2015;Rondônia;11000937;006;Realizada;3;3;Casa;4;2;Próprio – já pago;0;0;2;6;4500;3;1500
2015;Rondônia;11000970;009;Realizada;4;3;Casa;5;2;Próprio – já pago;0;0;2;4;1888;4;472
2015;Rondônia;11001135;015;Realizada;5;5;Casa;7;3;Próprio – já pago;0;0;2;8;4088;5;817
2015;Rondônia;11001186;016;Realizada;5;2;Casa;5;1;Cedido de outra forma;0;0;4;8;997;5;199
2015;Rondônia;11001275;014;Realizada;3;2;Casa;5;2;Próprio – ainda pagando;0;300;2;4;2000;3;666
2015;Rondônia;11001380;013;Realizada;5;5;Casa;4;3;Próprio – já pago;0;0;4;4;1500;5;300
2015;Acre;12000019;012;Realizada;2;2;Cômodo;2;1;Alugado;400;0;2;2;1500;2;750
2015;Acre;12000086;008;Realizada;3;3;Casa;6;2;Próprio – já pago;0;0;4;8;2776;3;925
2015;Acre;12000094;007;Realizada;2;2;Casa;4;1;Próprio – já pago;0;0;4;4;700;2;350
2015;Acre;12000230;008;Realizada;4;4;Casa;7;3;Próprio – já pago;0;0;2;4;3800;4;950
2015;Acre;12000400;004;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;4;2;3588;3;1196
2015;Acre;12000418;011;Realizada;2;2;Casa;4;1;Próprio – já pago;0;0;4;8;2364;2;1182
2015;Acre;12000612;016;Realizada;5;2;Casa;4;2;Próprio – já pago;0;0;2;4;600;5;120
2015;Acre;12000663;011;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;4;8;1000;1;1000
2015;Acre;12000779;020;Realizada;4;4;Casa;4;1;Próprio – já pago;0;0;4;8;1688;4;422
2015;Acre;12000817;007;Realizada;3;2;Casa;6;2;Próprio – já pago;0;0;4;8;1988;3;662
2015;Acre;12000884;026;Realizada;5;4;Casa;6;3;Próprio – já pago;0;0;4;4;1766;5;353
2015;Acre;12000906;015;Realizada;5;5;Casa;5;2;Próprio – já pago;0;0;2;6;1400;5;280
2015;Amazonas;13000373;022;Realizada;4;2;Casa;4;2;Próprio – já pago;0;0;4;4;1000;4;250
2015;Amazonas;13000420;006;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;2;8;2300;2;1150
2015;Amazonas;13000420;011;Realizada;2;2;Casa;8;2;Próprio – já pago;0;0;2;4;3200;2;1600
2015;Amazonas;13000497;005;Realizada;7;3;Casa;2;1;Próprio – já pago;0;0;4;8;532;7;76
2015;Amazonas;13000497;008;Realizada;2;2;Casa;4;1;Próprio – já pago;0;0;4;8;500;2;250
2015;Amazonas;13000659;005;Realizada;4;3;Casa;8;3;Próprio – já pago;0;0;2;6;5788;4;1447
2015;Amazonas;13000713;016;Realizada;1;1;Casa;4;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Amazonas;13000799;008;Realizada;3;2;Apartamento;7;2;Próprio – já pago;0;0;2;2;10500;3;3500
2015;Amazonas;13000845;007;Realizada;1;1;Apartamento;4;1;Próprio – ainda pagando;0;1400;2;2;5000;1;5000
2015;Amazonas;13000853;003;Realizada;3;3;Casa;7;3;Alugado;600;0;2;8;1000;3;333
2015;Amazonas;13001019;005;Realizada;5;3;Cômodo;3;1;Próprio – já pago;0;0;4;8;864;5;172
2015;Amazonas;13001027;006;Realizada;6;4;Casa;4;2;Alugado;550;0;2;6;2000;6;333
2015;Amazonas;13001051;011;Realizada;1;1;Casa;4;1;Próprio – já pago;0;0;2;8;1200;1;1200
2015;Amazonas;13001159;010;Realizada;2;2;Casa;5;2;Próprio – já pago;0;0;2;8;600;2;300
2015;Amazonas;13001221;013;Realizada;3;2;Casa;7;3;Próprio – já pago;0;0;2;2;13000;3;4333
2015;Amazonas;13001337;003;Realizada;2;2;Casa;3;1;Cedido de outra forma;0;0;2;8;1576;2;788
2015;Amazonas;13001337;006;Realizada;4;2;Casa;7;2;Próprio – já pago;0;0;4;2;3000;4;750
2015;Amazonas;13001388;010;Realizada;4;2;Casa;6;2;Próprio – já pago;0;0;4;8;2761;4;690
2015;Amazonas;13001450;004;Realizada;5;2;Casa;5;2;Próprio – já pago;0;0;2;6;924;5;184
2015;Amazonas;13001582;029;Realizada;3;2;Casa;4;2;Alugado;500;0;4;4;2700;3;900
2015;Amazonas;13001620;014;Realizada;8;6;Apartamento;2;1;Alugado;250;0;2;8;250;8;31
2015;Amazonas;13001752;005;Realizada;6;4;Casa;3;1;Próprio – já pago;0;0;4;8;1000;6;166
2015;Amazonas;13001760;010;Realizada;5;4;Casa;4;2;Próprio – já pago;0;0;2;8;2194;5;438
2015;Amazonas;13001760;015;Realizada;3;3;Casa;7;2;Próprio – já pago;0;0;2;2;6000;3;2000
2015;Amazonas;13001779;017;Realizada;4;4;Casa;6;3;Próprio – já pago;0;0;2;8;1800;4;450
2015;Amazonas;13001833;008;Realizada;3;2;Casa;5;2;Próprio – já pago;0;0;4;2;1770;3;590
2015;Amazonas;13001957;011;Realizada;6;4;Casa;4;3;Alugado;500;0;4;4;1588;6;264
2015;Amazonas;13001990;002;Realizada;2;2;Casa;3;1;Próprio – já pago;0;0;4;8;1200;2;600
2015;Amazonas;13002058;003;Realizada;6;5;Casa;6;3;Próprio – já pago;0;0;4;4;2826;6;471
2015;Amazonas;13002082;010;Realizada;4;3;Casa;3;1;Próprio – já pago;0;0;2;8;1382;4;345
2015;Amazonas;13002112;013;Realizada;4;4;Casa;4;2;Próprio – já pago;0;0;4;8;1388;4;347
2015;Amazonas;13002120;002;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;4;8;1576;3;525
2015;Amazonas;13002260;005;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;4;4;1500;3;500
2015;Amazonas;13002341;002;Realizada;5;2;Casa;5;2;Próprio – já pago;0;0;4;8;1240;5;248
2015;Roraima;14000172;009;Realizada;2;2;Casa;7;2;Cedido de outra forma;0;0;2;2;2500;2;1250
2015;Roraima;14000377;003;Realizada;4;2;Casa;4;2;Próprio – já pago;0;0;2;4;2600;4;650
2015;Roraima;14000377;008;Realizada;3;2;Casa;4;1;Próprio – já pago;0;0;2;2;9000;3;3000
2015;Roraima;14000393;010;Realizada;2;2;Casa;3;1;Cedido de outra forma;0;0;2;8;980;2;490
2015;Roraima;14000466;017;Realizada;4;3;Casa;5;1;Próprio – já pago;0;0;4;8;720;4;180
2015;Roraima;14000504;010;Realizada;5;5;Casa;5;2;Próprio – já pago;0;0;4;4;3184;5;636
2015;Roraima;14000512;017;Realizada;4;3;Casa;4;1;Cedido de outra forma;0;0;4;4;547;4;136
2015;Pará;15000168;019;Realizada;5;3;Casa;4;2;Alugado;880;0;4;6;9700;5;1940
2015;Pará;15000257;007;Realizada;2;2;Casa;5;2;Próprio – já pago;0;0;2;8;1150;2;575
2015;Pará;15000257;014;Realizada;2;1;Casa;5;2;Alugado;300;0;2;4;1500;2;750
2015;Pará;15000290;005;Realizada;1;1;Casa;3;1;Próprio – já pago;0;0;4;8;500;1;500
2015;Pará;15000354;013;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;2;8;1650;3;550
2015;Pará;15000389;015;Realizada;4;3;Casa;10;3;Próprio – já pago;0;0;2;8;3100;4;775
2015;Pará;15000508;009;Realizada;1;1;Casa;3;1;Alugado;150;0;2;8;800;1;800
2015;Pará;15000516;038;Realizada;4;3;Apartamento;5;2;Próprio – ainda pagando;0;105;2;4;2800;4;700
2015;Pará;15000613;001;Realizada;1;1;Casa;5;1;Cedido por empregador;0;0;4;8;788;1;788
2015;Pará;15000621;001;Realizada;1;1;Casa;3;1;Próprio – já pago;0;0;2;4;700;1;700
2015;Pará;15000621;005;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;4;8;600;1;600
2015;Pará;15000680;027;Realizada;4;4;Casa;7;3;Próprio – já pago;0;0;2;2;3788;4;947
2015;Pará;15000699;002;Realizada;5;4;Casa;7;3;Próprio – já pago;0;0;2;6;3860;5;772
2015;Pará;15000745;007;Realizada;2;1;Casa;5;1;Próprio – já pago;0;0;4;8;500;2;250
2015;Pará;15000796;001;Realizada;4;4;Casa;4;2;Próprio – já pago;0;0;4;4;1288;4;322
2015;Pará;15000931;013;Realizada;4;3;Casa;8;3;Próprio – já pago;0;0;2;8;2735;4;683
2015;Pará;15001210;011;Realizada;4;4;Casa;16;3;Próprio – já pago;0;0;2;6;66000;4;16500
2015;Pará;15001270;020;Realizada;4;3;Casa;5;2;Próprio – já pago;0;0;4;8;3788;4;947
2015;Pará;15001300;012;Realizada;5;2;Casa;6;2;Próprio – já pago;0;0;2;8;1270;5;254
2015;Pará;15001369;001;Realizada;2;2;Casa;2;1;Próprio – já pago;0;0;2;8;1000;2;500
2015;Pará;15001660;016;Realizada;2;2;Casa;3;1;Próprio – já pago;0;0;4;8;788;2;394
2015;Pará;15001784;006;Realizada;1;1;Casa;3;1;Próprio – já pago;0;0;4;8;1200;1;1200
2015;Pará;15001849;010;Realizada;10;6;Casa;5;3;Próprio – já pago;0;0;4;8;2400;10;240
2015;Pará;15001857;016;Realizada;1;1;Casa;6;1;Próprio – já pago;0;0;4;8;1450;1;1450
2015;Pará;15001865;015;Realizada;5;5;Casa;9;4;Próprio – já pago;0;0;2;6;23600;5;4720
2015;Pará;15001989;010;Realizada;1;1;Casa;2;1;Alugado;80;0;4;8;1088;1;1088
2015;Pará;15002012;014;Realizada;3;2;Casa;3;1;Próprio – já pago;0;0;4;8;1488;3;496
2015;Pará;15002047;003;Realizada;1;1;Casa;2;1;Próprio – já pago;0;0;4;2;10;1;10
2015;Pará;15002144;013;Realizada;3;2;Casa;5;1;Próprio – já pago;0;0;2;8;900;3;300
2015;Pará;15002578;008;Realizada;5;5;Casa;5;2;Próprio – já pago;0;0;4;8;820;5;164
2015;Pará;15002683;015;Realizada;2;2;Casa;4;1;Alugado;300;0;2;8;788;2;394
2015;Pará;15002837;005;Realizada;3;3;Casa;5;3;Próprio – já pago;0;0;4;8;2364;3;788
2015;Pará;15003124;013;Realizada;5;5;Casa;6;3;Próprio – já pago;0;0;4;4;662;5;132
2015;Pará;15003264;003;Realizada;6;3;Casa;3;1;Próprio – já pago;0;0;4;8;500;6;83
2015;Pará;15003264;007;Realizada;4;1;Casa;4;1;Próprio – já pago;0;0;4;8;1046;4;261
2015;Pará;15003272;003;Realizada;2;2;Apartamento;4;2;Alugado;400;0;2;4;4500;2;2250
2015;Pará;15003280;012;Realizada;2;2;Casa;4;1;Próprio – já pago;0;0;4;4;750;2;375
2015;Pará;15003400;009;Realizada;2;2;Cômodo;2;1;Próprio – já pago;0;0;4;4;2288;2;1144
2015;Pará;15003477;013;Realizada;2;2;Casa;5;2;Próprio – já pago;0;0;2;8;2764;2;1382
2015;Pará;15003485;002;Realizada;3;1;Casa;3;2;Próprio – já pago;0;0;4;8;832;3;277
2015;Pará;15003574;009;Realizada;1;1;Casa;4;1;Próprio – já pago;0;0;4;8;2000;1;2000
2015;Pará;15003590;007;Realizada;5;5;Casa;6;3;Próprio – já pago;0;0;4;4;2714;5;542
2015;Pará;15003655;004;Realizada;4;4;Casa;2;1;Próprio – já pago;0;0;4;8;212;4;53
2015;Pará;15003736;011;Realizada;3;2;Casa;5;1;Próprio – já pago;0;0;4;4;1800;3;600
2015;Pará;15004007;006;Realizada;4;3;Casa;3;1;Próprio – já pago;0;0;2;8;2097;4;524
2015;Pará;15004074;001;Realizada;4;3;Casa;5;2;Próprio – já pago;0;0;4;8;1240;4;310
2015;Pará;15004180;012;Realizada;4;2;Casa;10;2;Próprio – já pago;0;0;2;2;1576;4;394
2015;Pará;15004279;012;Realizada;4;2;Casa;4;2;Próprio – já pago;0;0;4;8;592;4;148
2015;Pará;15004287;005;Realizada;8;5;Casa;7;2;Próprio – já pago;0;0;4;8;2043;8;255
2015;Pará;15004341;001;Realizada;9;7;Casa;5;3;Próprio – já pago;0;0;4;4;4574;9;508
2015;Pará;15004406;006;Realizada;4;3;Casa;5;2;Próprio – já pago;0;0;4;8;1638;4;409
2015;Pará;15004449;003;Realizada;2;2;Casa;2;1;Alugado;300;0;4;8;1400;2;700
2015;Pará;15004465;007;Realizada;3;3;Casa;5;3;Próprio – já pago;0;0;2;2;3000;3;1000
2015;Pará;15004473;002;Realizada;2;2;Casa;4;1;Próprio – já pago;0;0;4;8;788;2;394
2015;Pará;15004546;006;Realizada;3;3;Casa;4;2;Próprio – já pago;0;0;4;8;1185;3;395
2015;Pará;15004864;014;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;4;8;3500;3;1166
2015;Pará;15004929;001;Realizada;4;3;Casa;5;2;Próprio – já pago;0;0;2;4;1950;4;487
2015;Pará;15005003;007;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Pará;15005054;006;Realizada;4;4;Casa;6;3;Próprio – já pago;0;0;4;4;1165;4;291
2015;Pará;15005097;008;Realizada;6;5;Casa;8;3;Próprio – já pago;0;0;2;8;3076;6;512
2015;Pará;15005135;010;Realizada;1;1;Casa;6;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Pará;15005283;002;Realizada;3;3;Casa;8;1;Próprio – já pago;0;0;4;8;1976;3;658
2015;Pará;15005291;003;Realizada;6;5;Casa;5;2;Próprio – já pago;0;0;2;4;3441;6;573
2015;Pará;15005542;005;Realizada;3;2;Cômodo;3;1;Alugado;300;0;2;8;948;3;316
2015;Pará;15005569;005;Realizada;3;3;Casa;6;2;Próprio – já pago;0;0;2;4;4250;3;1416
2015;Pará;15005631;013;Realizada;3;2;Casa;3;1;Próprio – já pago;0;0;4;8;300;3;100
2015;Amapá;16000064;009;Realizada;7;5;Casa;6;3;Próprio – já pago;0;0;4;8;2019;7;288
2015;Amapá;16000110;013;Realizada;5;4;Casa;7;4;Próprio – já pago;0;0;2;2;16500;5;3300
2015;Amapá;16000200;015;Realizada;2;2;Casa;5;2;Próprio – já pago;0;0;4;8;1500;2;750
2015;Amapá;16000234;004;Realizada;2;2;Casa;6;2;Próprio – já pago;0;0;2;2;4729;2;2364
2015;Amapá;16000277;011;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;2;4;2400;3;800
2015;Amapá;16000412;011;Realizada;5;2;Casa;3;2;Próprio – já pago;0;0;4;8;1312;5;262
2015;Amapá;16000617;013;Realizada;2;1;Casa;5;1;Próprio – já pago;0;0;2;8;1840;2;920
2015;Tocantins;17000238;008;Realizada;4;4;Casa;5;3;Próprio – já pago;0;0;2;6;2400;4;600
2015;Tocantins;17000254;008;Realizada;4;4;Casa;6;3;Próprio – já pago;0;0;2;8;6367;4;1591
2015;Tocantins;17000254;012;Realizada;2;2;Casa;6;2;Próprio – já pago;0;0;4;8;1557;2;778
2015;Tocantins;17000386;015;Realizada;1;1;Casa;4;1;Cedido de outra forma;0;0;4;4;788;1;788
2015;Tocantins;17000424;005;Realizada;2;2;Casa;5;1;Cedido de outra forma;0;0;2;8;1500;2;750
2015;Tocantins;17000572;003;Realizada;4;3;Casa;4;1;Alugado;200;0;4;8;1855;4;463
2015;Tocantins;17000670;005;Realizada;4;3;Casa;6;2;Alugado;250;0;4;8;1750;4;437
2015;Tocantins;17000670;012;Realizada;2;2;Casa;6;2;Alugado;350;0;2;4;900;2;450
2015;Tocantins;17000858;017;Realizada;4;3;Casa;6;2;Próprio – já pago;0;0;2;2;10000;4;2500
2015;Tocantins;17001072;004;Realizada;3;2;Casa;5;1;Próprio – já pago;0;0;4;4;1038;3;346
2015;Tocantins;17001218;015;Realizada;2;2;Casa;6;2;Próprio – já pago;0;0;2;2;3000;2;1500
2015;Tocantins;17001293;011;Realizada;2;2;Casa;8;2;Alugado;1200;0;2;2;10000;2;5000
2015;Tocantins;17001366;007;Realizada;3;2;Casa;5;2;Próprio – já pago;0;0;4;8;788;3;262
2015;Tocantins;17001366;016;Realizada;2;2;Casa;3;1;Alugado;300;0;2;8;1988;2;994
2015;Maranhão;21000131;008;Realizada;3;2;Casa;5;1;Próprio – já pago;0;0;4;8;552;3;184
2015;Maranhão;21000239;006;Realizada;6;3;Casa;5;3;Próprio – já pago;0;0;4;2;1480;6;246
2015;Maranhão;21000476;015;Realizada;3;3;Casa;7;3;Próprio – já pago;0;0;4;8;1576;3;525
2015;Maranhão;21000735;007;Realizada;4;4;Casa;6;3;Próprio – já pago;0;0;2;4;2758;4;689
2015;Maranhão;21001006;010;Realizada;4;3;Casa;5;2;Próprio – já pago;0;0;4;4;280;4;70
2015;Maranhão;21001030;008;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;4;8;282;2;141
2015;Maranhão;21001154;006;Realizada;2;2;Casa;3;1;Alugado;150;0;2;4;1238;2;619
2015;Maranhão;21001219;010;Realizada;8;8;Casa;8;4;Próprio – já pago;0;0;4;4;3671;8;458
2015;Maranhão;21001227;010;Realizada;4;4;Casa;5;3;Próprio – já pago;0;0;4;4;1776;4;444
2015;Maranhão;21001235;002;Realizada;9;4;Casa;4;2;Próprio – já pago;0;0;2;8;975;9;108
2015;Maranhão;21001235;006;Realizada;2;2;Casa;4;2;Próprio – já pago;0;0;2;8;300;2;150
2015;Maranhão;21001413;011;Realizada;6;4;Casa;4;2;Próprio – já pago;0;0;4;4;1172;6;195
2015;Maranhão;21001421;004;Realizada;5;3;Casa;5;2;Cedido de outra forma;0;0;4;2;862;5;172
2015;Maranhão;21001430;020;Realizada;1;1;Casa;4;1;Cedido por empregador;0;0;4;4;1000;1;1000
2015;Maranhão;21001502;008;Realizada;3;3;Casa;4;2;Próprio – já pago;0;0;2;8;1788;3;596
2015;Maranhão;21001570;001;Realizada;4;4;Casa;5;2;Próprio – ainda pagando;0;2000;2;6;4000;4;1000
2015;Maranhão;21001685;002;Realizada;1;1;Casa;3;1;Alugado;270;0;2;4;1451;1;1451
2015;Maranhão;21001812;002;Realizada;3;3;Casa;5;2;Cedido de outra forma;0;0;4;8;1690;3;563
2015;Maranhão;21001871;014;Realizada;2;2;Casa;7;1;Próprio – já pago;0;0;4;8;1576;2;788
2015;Maranhão;21001880;016;Realizada;3;2;Casa;4;1;Próprio – já pago;0;0;2;4;0;3;0
2015;Piauí;22000070;005;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;4;8;1576;1;1576
2015;Piauí;22000100;001;Realizada;4;3;Casa;8;3;Próprio – já pago;0;0;2;4;1088;4;272
2015;Piauí;22000135;008;Realizada;4;4;Casa;5;2;Próprio – já pago;0;0;4;4;1038;4;259
2015;Piauí;22000151;019;Realizada;2;2;Casa;8;2;Próprio – já pago;0;0;4;4;2326;2;1163
2015;Piauí;22000208;015;Realizada;6;5;Casa;8;3;Próprio – já pago;0;0;2;2;1250;6;208
2015;Piauí;22000267;017;Realizada;4;4;Casa;8;4;Próprio – já pago;0;0;4;8;3198;4;799
2015;Piauí;22000275;016;Realizada;6;6;Casa;8;3;Próprio – já pago;0;0;2;4;3076;6;512
2015;Piauí;22000321;002;Realizada;5;4;Casa;9;3;Próprio – já pago;0;0;2;4;2297;5;459
2015;Piauí;22000372;019;Realizada;2;2;Casa;6;1;Próprio – já pago;0;0;4;4;661;2;330
2015;Piauí;22000380;008;Realizada;3;2;Casa;4;1;Cedido de outra forma;0;0;4;4;420;3;140
2015;Piauí;22000402;016;Realizada;2;2;Casa;7;1;Próprio – já pago;0;0;4;6;1077;2;538
2015;Piauí;22000496;011;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;4;8;1576;1;1576
2015;Piauí;22000500;005;Realizada;4;4;Casa;5;2;Próprio – já pago;0;0;4;8;452;4;113
2015;Piauí;22000542;013;Realizada;4;3;Casa;8;2;Cedido de outra forma;0;0;4;8;504;4;126
2015;Piauí;22000585;018;Realizada;5;5;Casa;8;3;Próprio – já pago;0;0;2;4;2874;5;574
2015;Piauí;22000631;008;Realizada;3;3;Casa;9;2;Próprio – já pago;0;0;2;6;3700;3;1233
2015;Piauí;22000631;016;Realizada;2;2;Casa;6;1;Cedido de outra forma;0;0;4;4;2105;2;1052
2015;Piauí;22000739;019;Realizada;4;4;Casa;6;2;Cedido por empregador;0;0;4;6;896;4;224
2015;Piauí;22000836;008;Realizada;3;1;Casa;4;1;Próprio – já pago;0;0;4;8;1147;3;382
2015;Piauí;22000836;022;Realizada;2;2;Casa;6;1;Próprio – já pago;0;0;4;4;1428;2;714
2015;Piauí;22000860;008;Realizada;2;2;Casa;7;2;Próprio – já pago;0;0;4;8;1576;2;788
2015;Piauí;22000941;009;Realizada;4;2;Casa;4;1;Próprio – já pago;0;0;4;8;547;4;136
2015;Piauí;22000976;011;Realizada;3;2;Apartamento;4;2;Próprio – já pago;0;0;2;2;5000;3;1666
2015;Piauí;22000984;013;Realizada;3;3;Casa;7;2;Próprio – já pago;0;0;4;2;1576;3;525
2015;Piauí;22000992;009;Realizada;6;6;Casa;5;3;Próprio – já pago;0;0;2;4;3488;6;581
2015;Piauí;22001093;004;Realizada;6;4;Casa;8;3;Próprio – já pago;0;0;2;4;5628;6;938
2015;Piauí;22001115;006;Realizada;3;3;Casa;7;2;Próprio – já pago;0;0;2;2;2688;3;896
2015;Piauí;22001123;005;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;4;4;1155;3;385
2015;Piauí;22001140;006;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Piauí;22001166;011;Realizada;2;2;Casa;6;1;Próprio – já pago;0;0;4;2;1600;2;800
2015;Piauí;22001190;013;Realizada;4;4;Casa;6;2;Próprio – já pago;0;0;2;4;5626;4;1406
2015;Ceará;23000015;013;Realizada;3;3;Casa;7;2;Próprio – já pago;0;0;4;8;1492;3;497
2015;Ceará;23000252;015;Realizada;5;3;Casa;3;2;Próprio – já pago;0;0;4;8;490;5;98
2015;Ceará;23000295;007;Realizada;2;2;Casa;4;2;Próprio – já pago;0;0;2;4;3076;2;1538
2015;Ceará;23000341;010;Realizada;5;5;Casa;5;3;Próprio – já pago;0;0;2;8;2364;5;472
2015;Ceará;23000392;009;Realizada;2;2;Casa;6;2;Próprio – já pago;0;0;4;8;565;2;282
2015;Ceará;23000414;007;Realizada;2;2;Casa;4;2;Próprio – já pago;0;0;2;8;788;2;394
2015;Ceará;23000473;011;Realizada;1;1;Casa;6;1;Próprio – já pago;0;0;2;2;11000;1;11000
2015;Ceará;23000511;011;Realizada;4;4;Casa;4;2;Alugado;200;0;2;8;785;4;196
2015;Ceará;23000570;020;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;2;4;2080;2;1040
2015;Ceará;23000570;027;Realizada;6;6;Casa;3;2;Próprio – já pago;0;0;4;8;1688;6;281
2015;Ceará;23000619;013;Realizada;4;4;Casa;7;2;Próprio – já pago;0;0;4;8;1788;4;447
2015;Ceará;23000660;012;Realizada;2;2;Casa;6;1;Alugado;300;0;2;4;1588;2;794
2015;Ceará;23000678;003;Realizada;1;1;Casa;8;1;Alugado;600;0;4;8;3000;1;3000
2015;Ceará;23000708;005;Realizada;6;6;Casa;4;2;Próprio – já pago;0;0;4;4;1184;6;197
2015;Ceará;23000759;006;Realizada;2;2;Casa;3;1;Próprio – já pago;0;0;4;4;175;2;87
2015;Ceará;23000791;005;Realizada;3;3;Casa;6;1;Próprio – já pago;0;0;2;4;2100;3;700
2015;Ceará;23000899;008;Realizada;2;2;Casa;6;1;Próprio – já pago;0;0;4;8;1576;2;788
2015;Ceará;23000929;009;Realizada;3;3;Casa;4;2;Próprio – já pago;0;0;4;8;1188;3;396
2015;Ceará;23000937;017;Realizada;3;3;Casa;6;2;Alugado;300;0;2;8;1976;3;658
2015;Ceará;23001186;004;Realizada;3;3;Casa;10;2;Próprio – já pago;0;0;2;2;4000;3;1333
2015;Ceará;23001291;001;Realizada;4;4;Casa;16;3;Próprio – já pago;0;0;2;2;10;4;10
2015;Ceará;23001402;008;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;4;8;2050;3;683
2015;Ceará;23001453;009;Realizada;3;3;Casa;6;2;Próprio – já pago;0;0;4;8;1300;3;433
2015;Ceará;23001569;019;Realizada;2;2;Casa;3;1;Próprio – já pago;0;0;2;4;0;2;0
2015;Ceará;23001763;010;Realizada;3;2;Casa;7;2;Próprio – já pago;0;0;2;2;1989;3;663
2015;Ceará;23001801;007;Realizada;2;2;Casa;3;1;Próprio – já pago;0;0;4;8;867;2;433
2015;Ceará;23001852;003;Realizada;1;1;Casa;5;1;Alugado;850;0;2;2;6000;1;6000
2015;Ceará;23001860;004;Realizada;1;1;Casa;7;1;Próprio – já pago;0;0;2;2;1678;1;1678
2015;Ceará;23001909;016;Realizada;3;2;Apartamento;4;2;Alugado;290;0;4;8;10;3;10
2015;Ceará;23001950;008;Realizada;2;2;Casa;4;1;Próprio – já pago;0;0;2;8;1300;2;650
2015;Ceará;23002115;014;Realizada;3;3;Casa;7;3;Próprio – já pago;0;0;4;8;2576;3;858
2015;Ceará;23002123;006;Realizada;4;4;Casa;9;3;Próprio – já pago;0;0;2;2;29000;4;7250
2015;Ceará;23002166;003;Realizada;3;3;Casa;4;2;Próprio – já pago;0;0;4;4;1550;3;516
2015;Ceará;23002310;016;Realizada;6;6;Casa;5;2;Próprio – já pago;0;0;2;4;2400;6;400
2015;Ceará;23002352;006;Realizada;3;3;Casa;8;2;Próprio – já pago;0;0;2;2;4700;3;1566
2015;Ceará;23002417;019;Realizada;3;1;Casa;4;1;Próprio – já pago;0;0;4;8;747;3;249
2015;Ceará;23002611;008;Realizada;3;3;Casa;4;3;Próprio – já pago;0;0;2;8;1988;3;662
2015;Ceará;23002808;008;Realizada;3;3;Casa;5;2;Alugado;500;0;2;8;2880;3;960
2015;Ceará;23002840;001;Realizada;5;5;Casa;7;3;Próprio – já pago;0;0;2;2;10788;5;2157
2015;Ceará;23002948;004;Realizada;2;2;Casa;4;1;Alugado;180;0;4;4;803;2;401
2015;Ceará;23002956;008;Realizada;1;1;Casa;7;1;Cedido de outra forma;0;0;4;8;2188;1;2188
2015;Ceará;23003073;013;Realizada;2;2;Casa;7;2;Próprio – já pago;0;0;2;8;788;2;394
2015;Ceará;23003081;002;Realizada;2;2;Apartamento;5;2;Alugado;350;0;2;4;1850;2;925
2015;Ceará;23003111;001;Realizada;4;3;Casa;5;2;Alugado;400;0;2;2;788;4;197
2015;Ceará;23003154;009;Realizada;4;3;Casa;5;1;Próprio – já pago;0;0;4;8;205;4;51
2015;Ceará;23003197;003;Realizada;2;2;Casa;9;1;Próprio – já pago;0;0;2;4;900;2;450
2015;Ceará;23003260;009;Realizada;6;5;Casa;9;5;Cedido por empregador;0;0;4;8;1372;6;228
2015;Ceará;23003316;011;Realizada;3;2;Casa;5;2;Cedido de outra forma;0;0;4;4;882;3;294
2015;Ceará;23003510;009;Realizada;2;2;Cômodo;2;1;Alugado;200;0;4;2;788;2;394
2015;Ceará;23003537;018;Realizada;4;4;Casa;3;1;Próprio – já pago;0;0;4;8;600;4;150
